GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement Coverage,Branch Coverage,CC
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.Formula,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer,30,297,5,28,10,61,7,19,2,7,85.91549296,84.84848485,26
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.BracketingStep,9,0,0,0,4,0,2,0,2,0,0,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm.util,QuasiSigmoidDecayFunction,0,83,0,6,0,18,0,5,0,2,100,100,5
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm.util,ExponentialDecayFunction,0,70,0,8,0,13,0,6,0,2,100,100,6
Apache Commons Math,org.apache.commons.math3.optimization.univariate,SimpleUnivariateValueChecker,6,67,2,8,3,16,3,6,1,3,84.21052632,80,9
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BaseAbstractUnivariateOptimizer,8,94,2,2,2,27,2,11,0,11,93.10344828,50,13
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariatePointValuePair,0,15,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BracketFinder,80,324,16,30,17,76,17,18,5,7,81.72043011,65.2173913,35
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BrentOptimizer,23,470,5,69,6,116,5,37,0,5,95.08196721,93.24324324,42
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariateMultiStartOptimizer,24,134,4,10,5,28,6,9,2,6,84.84848485,71.42857143,15
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariateMultiStartOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2,88.88888889,62.5,6
Apache Commons Math,org.apache.commons.math3.stat.regression,RegressionResults,174,314,28,30,34,53,28,18,4,13,60.91954023,51.72413793,46
Apache Commons Math,org.apache.commons.math3.stat.regression,GLSMultipleLinearRegression,21,95,0,2,3,21,1,7,1,6,87.5,100,8
Apache Commons Math,org.apache.commons.math3.stat.regression,OLSMultipleLinearRegression,0,223,0,12,0,43,0,18,0,12,100,100,18
Apache Commons Math,org.apache.commons.math3.stat.regression,MillerUpdatingRegression,512,2528,66,208,83,429,57,104,2,22,83.7890625,75.91240876,161
Apache Commons Math,org.apache.commons.math3.stat.regression,SimpleRegression,400,1183,44,80,49,179,33,61,2,30,78.50877193,64.51612903,94
Apache Commons Math,org.apache.commons.math3.stat.regression,AbstractMultipleLinearRegression,38,402,6,42,6,78,7,37,1,19,92.85714286,87.5,44
Apache Commons Math,org.apache.commons.math3.stat.regression,ModelSpecificationException,0,5,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,OrientedPoint,31,53,2,4,8,12,7,9,6,7,60,66.66666667,16
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,15,77,1,3,4,19,2,9,1,8,82.60869565,75,11
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D.LazyHolder,3,6,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,11,339,1,15,3,71,2,41,1,34,95.94594595,93.75,43
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,0,13,0,0,0,6,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D.NoSubSpaceException,0,11,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,102,602,15,77,19,125,17,60,5,26,86.80555556,83.69565217,77
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,2,46,0,4,1,10,1,6,1,4,90.90909091,100,7
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet.SubIntervalsIterator,8,162,1,21,2,34,2,14,1,4,94.44444444,95.45454545,16
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Interval,12,77,0,10,4,16,4,11,4,6,80,100,15
Apache Commons Math,org.apache.commons.math3.optimization.linear,Relationship,8,60,0,3,1,11,2,6,2,4,91.66666667,100,8
Apache Commons Math,org.apache.commons.math3.optimization.linear,AbstractLinearOptimizer,7,58,1,1,1,19,1,10,0,10,95,50,11
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearConstraint,74,73,7,5,18,21,9,8,3,8,53.84615385,41.66666667,17
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexSolver,0,342,0,54,0,82,0,34,0,7,100,100,34
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearObjectiveFunction,22,73,4,4,4,19,6,8,2,8,82.60869565,50,14
Apache Commons Math,org.apache.commons.math3.optimization.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexTableau,49,1010,11,117,10,178,14,82,3,29,94.68085106,91.40625,96
Apache Commons Math,org.apache.commons.math3.optimization.linear,Relationship.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optimization.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.util,FastMath.Split,9,234,1,21,1,37,1,17,0,7,97.36842105,95.45454545,18
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap,0,682,0,68,0,157,0,58,0,24,100,100,58
Apache Commons Math,org.apache.commons.math3.util,FastMath.CodyWaite,0,92,0,2,0,24,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.util,DefaultTransformer,2,44,0,6,1,12,1,6,1,3,92.30769231,100,7
Apache Commons Math,org.apache.commons.math3.util,FastMath.lnMant,3,3,0,0,1,2,1,1,1,1,66.66666667,0,2
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicIterator,12,181,3,15,4,38,4,9,1,3,90.47619048,83.33333333,13
Apache Commons Math,org.apache.commons.math3.util,Decimal64,58,613,2,12,11,86,11,67,9,62,88.65979381,85.71428571,78
Apache Commons Math,org.apache.commons.math3.util,IntegerSequence.Incrementor.new IntegerSequence.Incrementor.MaxCountExceededCallback() {...},0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray,122,992,11,78,21,216,18,76,7,42,91.13924051,87.64044944,94
Apache Commons Math,org.apache.commons.math3.util,FastMath,235,8230,53,775,38,1434,46,462,4,87,97.41847826,93.59903382,508
Apache Commons Math,org.apache.commons.math3.util,BigReal,13,400,0,4,6,76,4,33,4,31,92.68292683,100,37
Apache Commons Math,org.apache.commons.math3.util,Decimal64Field,0,16,0,0,0,7,0,6,0,6,100,0,6
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter.Iterator,11,93,1,7,3,16,4,7,3,4,84.21052632,87.5,11
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.util,IntegerSequence.Range,0,48,0,4,0,12,0,5,0,3,100,100,5
Apache Commons Math,org.apache.commons.math3.util,MedianOf3PivotingStrategy,0,66,0,10,0,14,0,7,0,2,100,100,7
Apache Commons Math,org.apache.commons.math3.util,MathUtils,43,209,22,44,5,38,17,32,1,15,88.37209302,66.66666667,49
Apache Commons Math,org.apache.commons.math3.util,Precision,92,636,33,98,4,116,25,67,4,19,96.66666667,74.80916031,92
Apache Commons Math,org.apache.commons.math3.util,IterationEvent,0,10,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.util,Combinations,4,64,1,5,1,15,1,8,0,6,93.75,83.33333333,9
Apache Commons Math,org.apache.commons.math3.util,KthSelector,0,211,1,37,0,47,1,23,0,5,100,97.36842105,24
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpIntTable,3,5,0,0,1,3,1,1,1,1,75,0,2
Apache Commons Math,org.apache.commons.math3.util,CombinatoricsUtils,17,685,2,96,3,120,4,56,2,9,97.56097561,97.95918367,60
Apache Commons Math,org.apache.commons.math3.util,FastMathCalc,1920,0,62,0,277,0,49,0,18,0,0,0,49
Apache Commons Math,org.apache.commons.math3.util,MathArrays,195,2429,46,245,34,465,35,172,6,54,93.18637275,84.19243986,207
Apache Commons Math,org.apache.commons.math3.util,Combinations.new Object() {...},1,11,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.util,IterationManager.new IntegerSequence.Incrementor.MaxCountExceededCallback() {...},11,0,0,0,3,0,2,0,2,0,0,0,2
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Object() {...},4,33,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap.Iterator,16,97,4,12,4,24,4,9,0,5,85.71428571,75,13
Apache Commons Math,org.apache.commons.math3.util,CompositeFormat,3,214,1,27,1,56,2,21,1,8,98.24561404,96.42857143,23
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap.Iterator,17,96,4,12,5,23,4,9,0,5,82.14285714,75,13
Apache Commons Math,org.apache.commons.math3.util,IntegerSequence.Incrementor,17,157,1,13,4,32,3,20,2,14,88.88888889,92.85714286,23
Apache Commons Math,org.apache.commons.math3.util,FastMathLiteralArrays,3,33548,0,0,1,10,1,6,1,6,90.90909091,0,7
Apache Commons Math,org.apache.commons.math3.util,Incrementor.new Incrementor() {...},25,20,0,0,9,5,3,1,3,1,35.71428571,0,4
Apache Commons Math,org.apache.commons.math3.util,Incrementor.new Incrementor.MaxCountExceededCallback() {...},0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter,30,229,2,22,4,45,2,18,1,7,91.83673469,91.66666667,20
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicComparator,0,114,0,14,0,26,0,10,0,3,100,100,10
Apache Commons Math,org.apache.commons.math3.util,Combinations.IterationOrder,5,23,0,0,0,2,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.util,Combinations.SingletonIterator,8,21,1,1,2,8,2,3,1,3,80,50,5
Apache Commons Math,org.apache.commons.math3.util,MathArrays.PairDoubleInteger,0,15,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray.ExpansionMode,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.util,ContinuedFraction,56,103,7,9,11,31,9,4,2,3,73.80952381,56.25,13
Apache Commons Math,org.apache.commons.math3.util,Incrementor,9,74,1,7,2,23,1,14,0,11,92,87.5,15
Apache Commons Math,org.apache.commons.math3.util,MathArrays.OrderDirection,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.util,ArithmeticUtils,87,945,10,140,22,200,16,87,9,19,90.09009009,93.33333333,103
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpFracTable,3,5,0,0,1,3,1,1,1,1,75,0,2
Apache Commons Math,org.apache.commons.math3.util,RandomPivotingStrategy,18,6,0,0,2,3,1,1,1,1,60,0,2
Apache Commons Math,org.apache.commons.math3.util,IntegerSequence,3,12,0,0,1,2,1,2,1,2,66.66666667,0,3
Apache Commons Math,org.apache.commons.math3.util,IterationManager,33,98,0,8,9,27,4,13,4,9,75,100,17
Apache Commons Math,org.apache.commons.math3.util,MathArrays.Position,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.util,BigRealField,2,11,0,0,1,6,1,5,1,5,85.71428571,0,6
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap,12,695,0,68,5,155,2,57,2,23,96.875,100,59
Apache Commons Math,org.apache.commons.math3.util,TransformerMap,36,134,8,12,10,31,8,14,1,11,75.6097561,60,22
Apache Commons Math,org.apache.commons.math3.util,Pair,13,111,5,15,3,21,6,14,1,9,87.5,75,20
Apache Commons Math,org.apache.commons.math3.util,CentralPivotingStrategy,15,3,0,0,2,1,1,1,1,1,33.33333333,0,2
Apache Commons Math,org.apache.commons.math3.util,BigRealField.LazyHolder,3,6,0,0,1,1,1,1,1,1,50,0,2
Apache Commons Math,org.apache.commons.math3.exception.util,DummyLocalizable,15,0,0,0,6,0,4,0,4,0,0,0,4
Apache Commons Math,org.apache.commons.math3.exception.util,ArgUtils,3,56,1,7,1,8,2,4,1,1,88.88888889,87.5,6
Apache Commons Math,org.apache.commons.math3.exception.util,LocalizedFormats,1,3665,1,1,1,340,1,6,0,6,99.70674487,50,7
Apache Commons Math,org.apache.commons.math3.exception.util,ExceptionContext,3,342,0,20,1,79,1,27,1,17,98.75,100,28
Apache Commons Math,org.apache.commons.math3.ml.clustering,FuzzyKMeansClusterer,98,513,14,42,21,104,13,33,4,14,83.2,75,46
Apache Commons Math,org.apache.commons.math3.ml.clustering,MultiKMeansPlusPlusClusterer,9,58,0,4,3,16,3,5,3,3,84.21052632,100,8
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer.EmptyClusterStrategy,9,49,0,0,0,5,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.ml.clustering,DoublePoint,6,47,1,3,2,12,2,6,1,5,85.71428571,75,8
Apache Commons Math,org.apache.commons.math3.ml.clustering,CentroidCluster,0,9,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer.PointStatus,9,29,0,0,0,3,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.ml.clustering,Clusterer,0,17,0,0,0,5,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer,0,219,0,28,0,55,0,22,0,8,100,100,22
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer.new Object() {...},26,0,0,0,1,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.ml.clustering,Cluster,0,17,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer,252,454,38,50,65,104,31,31,8,9,61.53846154,56.81818182,62
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,0,514,0,24,0,98,0,15,0,3,100,100,15
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,0,104,0,6,0,25,0,6,0,3,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,0,334,0,24,0,69,0,14,0,2,100,100,14
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,BaseRuleFactory,19,134,2,8,4,28,2,8,0,5,87.5,80,10
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegratorFactory,0,117,0,2,0,18,0,9,0,8,100,100,9
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,0,321,0,24,0,61,0,14,0,2,100,100,14
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegrator,8,92,1,3,1,21,1,7,0,6,95.45454545,75,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Kurtosis,6,245,3,13,3,49,4,14,1,9,94.23076923,81.25,18
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FourthMoment,6,107,0,2,3,26,1,7,1,6,89.65517241,100,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,StandardDeviation,41,96,0,0,9,28,5,12,5,12,75.67567568,0,17
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6,75,67.85714286,21
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7,100,100,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance.Direction,9,37,0,0,0,7,2,3,2,3,100,0,5
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FirstMoment,6,106,0,2,3,32,1,8,1,7,91.42857143,100,9
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6,86.95652174,100,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,GeometricMean,22,91,1,3,6,29,3,12,2,11,82.85714286,75,15
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5,74.07407407,75,14
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Mean,8,181,3,9,4,43,4,14,1,11,91.4893617,75,18
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance,91,142,0,12,23,32,9,14,9,8,58.18181818,100,23
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Skewness,9,237,2,14,3,52,3,15,1,9,94.54545455,87.5,18
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Variance,53,435,14,32,10,101,17,27,3,18,90.99099099,69.56521739,44
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Atanh,13,0,0,0,4,0,4,0,4,0,0,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Cosh,4,9,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan2,7,0,0,0,2,0,2,0,2,0,0,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Divide,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tan,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Floor,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Expm1,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit.Parametric,30,33,0,4,4,8,1,5,1,3,66.66666667,100,6
Apache Commons Math,org.apache.commons.math3.analysis.function,Abs,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Constant,5,19,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Ceil,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Add,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit,9,168,0,16,3,27,2,12,2,4,90,100,14
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic,4,94,0,2,1,13,1,5,1,4,92.85714286,100,6
Apache Commons Math,org.apache.commons.math3.analysis.function,Acos,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid.Parametric,0,57,0,4,0,11,0,6,0,4,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.function,Max,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Rint,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Asinh,13,0,0,0,4,0,4,0,4,0,0,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator,4,98,0,4,1,17,1,6,1,4,94.44444444,100,7
Apache Commons Math,org.apache.commons.math3.analysis.function,Acosh,13,0,0,0,4,0,4,0,4,0,0,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian,4,207,0,14,1,37,1,13,1,6,97.36842105,100,14
Apache Commons Math,org.apache.commons.math3.analysis.function,StepFunction,0,78,0,14,0,19,0,9,0,2,100,100,9
Apache Commons Math,org.apache.commons.math3.analysis.function,Min,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid,4,161,0,8,1,28,1,9,1,5,96.55172414,100,10
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator.Parametric,0,88,0,4,0,17,0,6,0,4,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.function,Power,4,16,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Identity,5,7,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Signum,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Multiply,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Minus,5,9,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Sin,0,13,0,0,0,4,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Log10,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Asin,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic.Parametric,27,156,0,6,2,25,1,6,1,3,92.59259259,100,7
Apache Commons Math,org.apache.commons.math3.analysis.function,Sqrt,4,9,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Ulp,0,6,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tanh,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Log1p,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Subtract,7,0,0,0,2,0,2,0,2,0,0,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Exp,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian.Parametric,0,124,0,6,0,21,0,7,0,4,100,100,7
Apache Commons Math,org.apache.commons.math3.analysis.function,Cos,4,9,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Log,4,9,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinc,6,353,2,24,1,50,3,15,1,4,98.03921569,92.30769231,18
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinh,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Pow,0,7,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Inverse,4,10,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Cbrt,7,6,0,0,2,2,2,2,2,2,50,0,4
Apache Commons Math,org.apache.commons.math3.dfp,Dfp.new Object() {...},8,53,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.dfp,DfpField,43,748,7,39,11,156,17,46,10,30,93.41317365,84.7826087,63
Apache Commons Math,org.apache.commons.math3.dfp,DfpDec.new Object() {...},8,53,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP.new RealFieldUnivariateFunction() {...},0,14,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.dfp,Dfp,361,5244,81,699,82,1016,83,427,5,108,92.53187614,89.61538462,510
Apache Commons Math,org.apache.commons.math3.dfp,DfpDec,125,563,12,100,25,109,22,56,10,9,81.34328358,89.28571429,78
Apache Commons Math,org.apache.commons.math3.dfp,DfpField.RoundingMode,5,93,0,0,0,9,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.dfp,DfpMath,183,1679,40,154,36,337,30,88,2,19,90.34852547,79.3814433,118
Apache Commons Math,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP,4,46,0,0,1,8,1,5,1,5,88.88888889,0,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.Markers,0,590,0,38,0,90,0,35,0,16,100,100,35
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile,37,472,3,42,10,106,4,47,2,25,91.37931034,93.33333333,51
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.FixedCapacityList,2,38,3,5,0,7,3,4,0,3,100,62.5,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile,0,383,0,48,0,77,0,39,0,15,100,100,39
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,46,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,44,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,40,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,31,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,32,0,4,0,5,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,24,0,2,0,4,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,59,0,4,0,10,0,5,0,3,100,100,5
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType.new Percentile.EstimationType() {...},0,33,0,2,0,4,0,4,0,3,100,100,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.new Object() {...},4,29,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Median,13,29,0,0,3,6,2,4,2,4,66.66666667,0,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile.EstimationType,5,227,0,8,0,31,1,11,1,7,100,100,12
